11/2/2015 23:41	5.745	5.719
11/2/2015 23:51	5.719	5.719
11/3/2015 0:01	5.745	5.719
11/3/2015 0:11	5.745	5.719
11/3/2015 0:21	5.745	5.719
11/3/2015 0:31	5.745	5.745
11/3/2015 0:41	5.745	5.745
11/3/2015 0:51	5.745	5.745
11/3/2015 1:01	5.745	5.745
11/3/2015 1:11	5.745	5.745
11/3/2015 1:21	5.745	5.745
11/3/2015 1:31	5.745	5.745
11/3/2015 1:41	5.745	5.745
11/3/2015 1:51	5.745	5.745
11/3/2015 2:01	5.745	5.745
11/3/2015 2:11	5.745	5.745
11/3/2015 2:21	5.745	5.745
11/3/2015 2:31	5.745	5.745
11/3/2015 2:41	5.745	5.745
11/3/2015 2:51	5.745	5.745
11/3/2015 3:01	5.745	5.719
11/3/2015 3:11	5.745	5.719
11/3/2015 3:21	5.745	5.719
11/3/2015 3:31	5.745	5.745
11/3/2015 3:41	5.745	5.745
11/3/2015 3:51	5.745	5.745
11/3/2015 4:01	5.745	5.745
11/3/2015 4:11	5.719	5.719
11/3/2015 4:21	5.719	5.719
11/3/2015 4:31	5.719	5.719
11/3/2015 4:41	5.719	5.719
11/3/2015 4:51	5.693	5.693
11/3/2015 5:01	5.668	5.668
11/3/2015 5:11	5.668	5.668
11/3/2015 5:21	5.642	5.642
11/3/2015 5:31	5.591	5.591
11/3/2015 5:41	5.539	5.565
11/3/2015 5:51	5.539	5.539
11/3/2015 6:01	5.514	5.514
11/3/2015 6:11	5.514	5.488
11/3/2015 6:21	5.488	5.514
11/3/2015 6:31	5.514	5.514
11/3/2015 6:41	5.488	5.488
11/3/2015 6:51	5.514	5.488
11/3/2015 7:01	5.488	5.514
11/3/2015 7:11	5.514	5.514
11/3/2015 7:21	5.514	5.514
11/3/2015 7:31	5.514	5.514
11/3/2015 7:41	5.514	5.514
11/3/2015 7:51	5.514	5.514
11/3/2015 8:01	5.514	5.514
11/3/2015 8:11	5.514	5.514
11/3/2015 8:21	5.488	5.514
11/3/2015 8:31	5.488	5.488
11/3/2015 8:41	5.488	5.488
11/3/2015 8:51	5.488	5.488
11/3/2015 9:01	5.462	5.462
11/3/2015 9:11	5.437	5.437
11/3/2015 9:21	5.411	5.437
11/3/2015 9:31	5.411	5.385
11/3/2015 9:41	5.385	5.385
11/3/2015 9:51	5.385	5.385
11/3/2015 10:01	5.385	5.385
11/3/2015 10:11	5.36	5.36
11/3/2015 10:21	5.36	5.36
11/3/2015 10:31	5.36	5.36
11/3/2015 10:41	5.334	5.36
11/3/2015 10:51	5.334	5.36
11/3/2015 11:01	5.36	5.36
11/3/2015 11:11	5.334	5.334
11/3/2015 11:21	5.334	5.334
11/3/2015 11:31	5.334	5.36
11/3/2015 11:41	5.334	5.36
11/3/2015 11:51	5.36	5.334
11/3/2015 12:01	5.334	5.334
11/3/2015 12:11	5.308	5.308
11/3/2015 12:21	5.334	5.334
11/3/2015 12:31	5.282	5.308
11/3/2015 12:41	5.308	5.308
11/3/2015 12:51	5.308	5.334
11/3/2015 13:01	5.308	5.334
11/3/2015 13:11	5.308	5.334
11/3/2015 13:21	5.308	5.308
11/3/2015 13:31	5.308	5.334
11/3/2015 13:41	5.308	5.334
11/3/2015 13:51	5.308	5.308
11/3/2015 14:01	5.308	5.308
11/3/2015 14:11	5.308	5.308
11/3/2015 14:21	5.308	5.308
11/3/2015 14:31	5.308	5.308
11/3/2015 14:41	5.282	5.308
11/3/2015 14:51	5.282	5.282
11/3/2015 15:01	5.282	5.282
11/3/2015 15:11	5.282	5.282
11/3/2015 15:21	5.282	5.282
11/3/2015 15:31	5.282	5.282
11/3/2015 15:41	5.282	5.282
11/3/2015 15:51	5.282	5.282
11/3/2015 16:01	5.282	5.282
11/3/2015 16:11	5.282	5.282
11/3/2015 16:21	5.282	5.282
11/3/2015 16:31	5.282	5.282
11/3/2015 16:41	5.282	5.282
11/3/2015 16:51	5.282	5.282
11/3/2015 17:01	5.282	5.282
11/3/2015 17:11	5.308	5.282
11/3/2015 17:21	5.308	5.282
11/3/2015 17:31	5.308	5.282
11/3/2015 17:41	5.308	5.282
11/3/2015 17:51	5.308	5.282
11/3/2015 18:01	5.308	5.282
11/3/2015 18:11	5.308	5.282
11/3/2015 18:21	5.308	5.282
11/3/2015 18:31	5.308	5.282
11/3/2015 18:41	5.308	5.282
11/3/2015 18:51	5.308	5.282
11/3/2015 19:01	5.308	5.282
11/3/2015 19:11	5.308	5.282
11/3/2015 19:21	5.308	5.282
11/3/2015 19:31	5.308	5.282
11/3/2015 19:41	5.308	5.282
11/3/2015 19:51	5.308	5.282
11/3/2015 20:01	5.308	5.282
11/3/2015 20:11	5.308	5.282
11/3/2015 20:21	5.308	5.282
11/3/2015 20:31	5.282	5.282
11/3/2015 20:41	5.282	5.282
11/3/2015 20:51	5.282	5.282
11/3/2015 21:01	5.282	5.282
11/3/2015 21:11	5.282	5.282
11/3/2015 21:21	5.282	5.257
11/3/2015 21:31	5.282	5.257
11/3/2015 21:41	5.282	5.257
11/3/2015 21:51	5.282	5.257
11/3/2015 22:01	5.282	5.257
11/3/2015 22:11	5.282	5.257
11/3/2015 22:21	5.257	5.257
11/3/2015 22:31	5.257	5.231
11/3/2015 22:41	5.231	5.231
11/3/2015 22:51	5.205	5.205
11/3/2015 23:01	5.205	5.179
11/3/2015 23:11	5.179	5.179
11/3/2015 23:21	5.205	5.179
11/3/2015 23:31	5.231	5.205
11/3/2015 23:41	5.231	5.205
11/3/2015 23:51	5.231	5.205
11/4/2015 0:01	5.231	5.205
11/4/2015 0:11	5.231	5.231
11/4/2015 0:21	5.231	5.231
11/4/2015 0:31	5.257	5.231
11/4/2015 0:41	5.257	5.231
11/4/2015 0:51	5.257	5.231
11/4/2015 1:01	5.257	5.257
11/4/2015 1:11	5.257	5.257
11/4/2015 1:21	5.282	5.282
11/4/2015 1:31	5.282	5.282
11/4/2015 1:41	5.282	5.282
11/4/2015 1:51	5.308	5.282
11/4/2015 2:01	5.282	5.282
11/4/2015 2:11	5.282	5.282
11/4/2015 2:21	5.282	5.282
11/4/2015 2:31	5.282	5.282
11/4/2015 2:41	5.282	5.282
11/4/2015 2:51	5.282	5.282
11/4/2015 3:01	5.308	5.282
11/4/2015 3:11	5.308	5.282
11/4/2015 3:21	5.308	5.308
11/4/2015 3:31	5.308	5.282
11/4/2015 3:41	5.308	5.282
11/4/2015 3:51	5.282	5.282
11/4/2015 4:01	5.282	5.282
11/4/2015 4:11	5.282	5.282
11/4/2015 4:21	5.282	5.257
11/4/2015 4:31	5.282	5.257
11/4/2015 4:41	5.282	5.257
11/4/2015 4:51	5.282	5.282
11/4/2015 5:01	5.282	5.282
11/4/2015 5:11	5.308	5.308
11/4/2015 5:21	5.334	5.308
11/4/2015 5:31	5.334	5.308
11/4/2015 5:41	5.282	5.282
11/4/2015 5:51	5.282	5.282
11/4/2015 6:01	5.282	5.282
11/4/2015 6:11	5.282	5.282
11/4/2015 6:21	5.282	5.282
11/4/2015 6:31	5.282	5.282
11/4/2015 6:41	5.282	5.282
11/4/2015 6:51	5.282	5.282
11/4/2015 7:01	5.282	5.257
11/4/2015 7:11	5.282	5.257
11/4/2015 7:21	5.282	5.257
11/4/2015 7:31	5.257	5.257
11/4/2015 7:41	5.257	5.257
11/4/2015 7:51	5.257	5.257
11/4/2015 8:01	5.257	5.257
11/4/2015 8:11	5.257	5.231
11/4/2015 8:21	5.231	5.231
11/4/2015 8:31	5.231	5.231
11/4/2015 8:41	5.231	5.231
11/4/2015 8:51	5.205	5.205
11/4/2015 9:01	5.205	5.205
11/4/2015 9:11	5.179	5.179
11/4/2015 9:21	5.179	5.179
11/4/2015 9:31	5.179	5.179
11/4/2015 9:41	5.179	5.179
11/4/2015 9:51	5.205	5.205
11/4/2015 10:01	5.205	5.179
11/4/2015 10:11	5.205	5.179
11/4/2015 10:21	5.179	5.179
11/4/2015 10:31	5.179	5.179
11/4/2015 10:41	5.179	5.179
11/4/2015 10:51	5.179	5.179
11/4/2015 11:01	5.179	5.179
11/4/2015 11:11	5.179	5.179
11/4/2015 11:21	5.179	5.154
11/4/2015 11:31	5.154	5.154
11/4/2015 11:41	5.154	5.154
11/4/2015 11:51	5.128	5.128
11/4/2015 12:01	5.128	5.128
11/4/2015 12:11	5.128	5.128
11/4/2015 12:21	5.102	5.128
11/4/2015 12:31	5.102	5.102
11/4/2015 12:41	5.102	5.076
11/4/2015 12:51	5.102	5.076
11/4/2015 13:01	5.076	5.076
11/4/2015 13:11	5.076	5.05
11/4/2015 13:21	5.05	5.05
11/4/2015 13:31	5.05	5.024
11/4/2015 13:41	5.05	5.024
11/4/2015 13:51	5.024	5.024
11/4/2015 14:01	5.024	5.024
11/4/2015 14:11	5.024	5.024
11/4/2015 14:21	5.024	5.024
11/4/2015 14:31	5.024	5.024
11/4/2015 14:41	5.024	5.024
11/4/2015 14:51	5.024	5.024
11/4/2015 15:01	5.024	5.024
11/4/2015 15:11	5.024	5.024
11/4/2015 15:21	5.024	5.024
11/4/2015 15:31	5.024	5.024
11/4/2015 15:41	5.05	5.024
11/4/2015 15:51	5.024	5.024
11/4/2015 16:01	5.05	5.024
11/4/2015 16:11	5.024	5.024
11/4/2015 16:21	5.024	5.024
11/4/2015 16:31	5.024	5.024
11/4/2015 16:41	5.024	5.024
11/4/2015 16:51	5.05	5.024
11/4/2015 17:01	5.05	5.024
11/4/2015 17:11	5.05	5.024
11/4/2015 17:21	5.05	5.024
11/4/2015 17:31	5.05	5.05
11/4/2015 17:41	5.05	5.05
11/4/2015 17:51	5.076	5.05
11/4/2015 18:01	5.076	5.05
11/4/2015 18:11	5.05	5.05
11/4/2015 18:21	5.076	5.05
11/4/2015 18:31	5.076	5.05
11/4/2015 18:41	5.076	5.05
11/4/2015 18:51	5.076	5.05
11/4/2015 19:01	5.076	5.05
11/4/2015 19:11	5.076	5.05
11/4/2015 19:21	5.076	5.05
11/4/2015 19:31	5.076	5.076
11/4/2015 19:41	5.076	5.076
11/4/2015 19:51	5.076	5.076
11/4/2015 20:01	5.076	5.076
11/4/2015 20:11	5.076	5.076
11/4/2015 20:21	5.102	5.076
11/4/2015 20:31	5.076	5.076
11/4/2015 20:41	5.076	5.076
11/4/2015 20:51	5.102	5.076
11/4/2015 21:01	5.102	5.076
11/4/2015 21:11	5.076	5.076
11/4/2015 21:21	5.102	5.076
11/4/2015 21:31	5.102	5.076
11/4/2015 21:41	5.102	5.076
11/4/2015 21:51	5.102	5.076
11/4/2015 22:01	5.102	5.102
11/4/2015 22:11	5.102	5.102
11/4/2015 22:21	5.128	5.102
11/4/2015 22:31	5.128	5.102
11/4/2015 22:41	5.128	5.128
11/4/2015 22:51	5.128	5.128
11/4/2015 23:01	5.128	5.128
11/4/2015 23:11	5.128	5.128
11/4/2015 23:21	5.128	5.128
11/4/2015 23:31	5.128	5.128
11/4/2015 23:41	5.128	5.128
11/4/2015 23:51	5.128	5.128
11/5/2015 0:01	5.128	5.128
11/5/2015 0:11	5.128	5.128
11/5/2015 0:21	5.128	5.128
11/5/2015 0:31	5.128	5.128
11/5/2015 0:41	5.128	5.128
11/5/2015 0:51	5.128	5.128
11/5/2015 1:01	5.154	5.154
11/5/2015 1:11	5.154	5.154
11/5/2015 1:21	5.179	5.154
11/5/2015 1:31	5.179	5.179
11/5/2015 1:41	5.205	5.179
11/5/2015 1:51	5.179	5.179
11/5/2015 2:01	5.205	5.205
11/5/2015 2:11	5.231	5.231
11/5/2015 2:21	5.231	5.231
11/5/2015 2:31	5.257	5.257
11/5/2015 2:41	5.282	5.257
11/5/2015 2:51	5.282	5.257
11/5/2015 3:01	5.257	5.257
11/5/2015 3:11	5.257	5.257
11/5/2015 3:21	5.257	5.257
11/5/2015 3:31	5.257	5.257
11/5/2015 3:41	5.257	5.257
11/5/2015 3:51	5.257	5.257
11/5/2015 4:01	5.257	5.231
11/5/2015 4:11	5.257	5.231
11/5/2015 4:21	5.231	5.231
11/5/2015 4:31	5.231	5.231
11/5/2015 4:41	5.231	5.231
11/5/2015 4:51	5.231	5.231
11/5/2015 5:01	5.205	5.231
11/5/2015 5:11	5.205	5.231
11/5/2015 5:21	5.231	5.231
11/5/2015 5:31	5.231	5.231
11/5/2015 5:41	5.205	5.231
11/5/2015 5:51	5.205	5.231
11/5/2015 6:01	5.205	5.231
11/5/2015 6:11	5.231	5.231
11/5/2015 6:21	5.231	5.231
11/5/2015 6:31	5.231	5.231
11/5/2015 6:41	5.231	5.231
11/5/2015 6:51	5.231	5.231
11/5/2015 7:01	5.205	5.205
11/5/2015 7:11	5.205	5.205
11/5/2015 7:21	5.205	5.205
11/5/2015 7:31	5.179	5.179
11/5/2015 7:41	5.179	5.179
11/5/2015 7:51	5.179	5.179
11/5/2015 8:01	5.179	5.179
11/5/2015 8:11	5.179	5.179
11/5/2015 8:21	5.179	5.179
11/5/2015 8:31	5.179	5.179
11/5/2015 8:41	5.179	5.179
11/5/2015 8:51	5.179	5.179
11/5/2015 9:01	5.179	5.179
11/5/2015 9:11	5.179	5.179
11/5/2015 9:21	5.154	5.179
11/5/2015 9:31	5.179	5.179
11/5/2015 9:41	5.179	5.179
11/5/2015 9:51	5.179	5.179
11/5/2015 10:01	5.179	5.179
11/5/2015 10:11	5.154	5.154
11/5/2015 10:21	5.154	5.154
11/5/2015 10:31	5.128	5.128
11/5/2015 10:41	5.128	5.128
11/5/2015 10:51	5.128	5.128
11/5/2015 11:01	5.128	5.128
11/5/2015 11:11	5.128	5.128
11/5/2015 11:21	5.128	5.128
11/5/2015 11:31	5.128	5.128
11/5/2015 11:41	5.128	5.128
11/5/2015 11:51	5.128	5.128
11/5/2015 12:01	5.128	5.128
11/5/2015 12:11	5.128	5.128
11/5/2015 12:21	5.128	5.128
11/5/2015 12:31	5.102	5.102
11/5/2015 12:41	5.102	5.102
11/5/2015 12:51	5.102	5.102
11/5/2015 13:01	5.102	5.102
11/5/2015 13:11	5.102	5.102
11/5/2015 13:21	5.076	5.102
11/5/2015 13:31	5.076	5.076
11/5/2015 13:41	5.076	5.076
11/5/2015 13:51	5.076	5.076
11/5/2015 14:01	5.076	5.076
11/5/2015 14:11	5.076	5.076
11/5/2015 14:21	5.076	5.076
11/5/2015 14:31	5.076	5.076
11/5/2015 14:41	5.076	5.076
11/5/2015 14:51	5.076	5.076
11/5/2015 15:01	5.076	5.076
11/5/2015 15:11	5.024	5.05
11/5/2015 15:21	5.05	5.05
11/5/2015 15:31	5.05	5.024
11/5/2015 15:41	5.024	5.024
11/5/2015 15:51	5.024	5.024
11/5/2015 16:01	5.05	5.024
11/5/2015 16:11	5.05	5.05
11/5/2015 16:21	5.024	5.05
11/5/2015 16:31	5.076	5.05
11/5/2015 16:41	5.076	5.076
11/5/2015 16:51	5.076	5.076
11/5/2015 17:01	5.076	5.076
11/5/2015 17:11	5.102	5.076
11/5/2015 17:21	5.076	5.076
11/5/2015 17:31	5.102	5.076
11/5/2015 17:41	5.076	5.076
11/5/2015 17:51	5.102	5.102
11/5/2015 18:01	5.102	5.102
11/5/2015 18:11	5.128	5.102
11/5/2015 18:21	5.128	5.102
11/5/2015 18:31	5.128	5.128
11/5/2015 18:41	5.128	5.128
11/5/2015 18:51	5.128	5.128
11/5/2015 19:01	5.128	5.128
11/5/2015 19:11	5.128	5.128
11/5/2015 19:21	5.154	5.128
11/5/2015 19:31	5.154	5.128
11/5/2015 19:41	5.154	5.154
11/5/2015 19:51	5.154	5.154
11/5/2015 20:01	5.179	5.154
11/5/2015 20:11	5.179	5.154
11/5/2015 20:21	5.179	5.179
11/5/2015 20:31	5.179	5.179
11/5/2015 20:41	5.179	5.179
11/5/2015 20:51	5.179	5.179
11/5/2015 21:01	5.179	5.179
11/5/2015 21:11	5.179	5.179
11/5/2015 21:21	5.179	5.179
11/5/2015 21:31	5.154	5.179
11/5/2015 21:41	5.179	5.179
11/5/2015 21:51	5.179	5.179
11/5/2015 22:01	5.179	5.179
11/5/2015 22:11	5.179	5.179
11/5/2015 22:21	5.179	5.179
11/5/2015 22:31	5.179	5.179
